name,actor,role,cast,episode_key
Jack Briggs,Patrick Duffy,Retired Lieutenant Commander in the United States Navy.,Guest_Cast,17x12
Marshall May,Jonathan Chase,Commander in the United States Navy.,Guest_Cast,17x12
Rebecca Weeks,Lyndon Smith,Lieutenant in the United States Navy.,Guest_Cast,17x12
Henry Nikolai,Chris Gann,Captain in the United States Navy.,Guest_Cast,17x12
Carmen Lorenzo,Johnny Williams,Cameo or Minor Role,Guest_Cast,17x12
Bobby Dale Douglas,Tom Ayers,Cameo or Minor Role,Guest_Cast,17x12
Harper Logan,Madeline Blake,Lieutenant Junior Grade in the United States Navy.,Guest_Cast,17x12
Lonnie Franklin,JB Tadena,"Officer, Navy Combat Information Center.",Guest_Cast,17x12
Amelia Garcia,Jennifer Sun Bell,Air Traffic Controller in the United States Navy.,Guest_Cast,17x12
Bill Timmons,Jeremy Denzlinger,"Colonel, North Carolina Highway Patrol.",Guest_Cast,17x12
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x12
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x12
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x12
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x12
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x12
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x12
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x12
Leon Vance,Rocky Carroll,Director of NCIS,Series_Regulars,17x12
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,17x12
Diana Murphy,Katie Leclerc,Marine Staff Sergeant who is also deaf and the ex-girlfriend of murdered retired Marine Gunnery Sergeant Daniel Backer.,Guest_Cast,17x13
Edison Geary,William R. Moses,Cameo or Minor Role,Guest_Cast,17x13
George Ingram,David Burke,The killer.,Guest_Cast,17x13
Christopher Crane,Peter Graham,Cameo or Minor Role,Guest_Cast,17x13
Zahir Najjar,Amir Korangy,Professor at MIT.,Guest_Cast,17x13
Ronald Kepczak,Adam William Zastrow,Marine Gunnery Sergeant Daniel Backer's step-brother.,Guest_Cast,17x13
Ian,Timothy Hornor,Cameo or Minor Role,Guest_Cast,17x13
Sophie,Danny Brown,Cameo or Minor Role,Guest_Cast,17x13
Payload Operator,Mo Beatty,Cameo or Minor Role,Guest_Cast,17x13
Daniel Backer,Blake Webber,Gunnery Sergeant in the United States Marine Corps and the main murder victim.,Guest_Cast,17x13
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x13
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x13
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x13
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x13
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x13
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x13
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x13
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,17x13
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,17x13
Xavier Zolotov,Nikolai Nikolaeff,Layla Zolotov's husband.,Guest_Cast,17x14
Layla Zolotov,Emilia Ares,Xavier Zolotov's wife.,Guest_Cast,17x14
Romero,Lisa Kaminir,Doctor.,Guest_Cast,17x14
Male Nurse,Burl Moseley,Nurse.,Guest_Cast,17x14
Colleen Kennedy,Kenzie Dalton,Cameo or Minor Role,Guest_Cast,17x14
Yuri,Roberts Jekabsons,"AKA ""Bodyguard"".",Guest_Cast,17x14
Russian Guard,Alex Flash,Uncredited role.,Guest_Cast,17x14
Bodyguard,Benjamin Poe,Uncredited role.,Guest_Cast,17x14
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x14
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x14
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x14
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x14
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x14
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x14
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x14
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,17x14
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,17x14
Phillip Brooks,Don Lake,Navy Captain.,Recurring_Cast,17x15
Stacy Gordon,Daphne Zuniga,Navy commander.,Guest_Cast,17x15
Tom Logan,Andy Comeau,Detective with the Metro Police Department and a serial killer.,Guest_Cast,17x15
Mary Talbot,Brynn Thayer,Sheriff.,Guest_Cast,17x15
Matthew Duques,Brian Ames,Cameo or Minor Role,Guest_Cast,17x15
Sloane Jackston,Desi Dennis-Dylan,Cameo or Minor Role,Guest_Cast,17x15
Molly,Caroline Whitney Smith,Cameo or Minor Role,Guest_Cast,17x15
Chet,Bryce McBratnie,Cameo or Minor Role,Guest_Cast,17x15
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x15
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x15
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x15
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x15
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x15
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x15
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x15
Leon Vance,Rocky Carroll,"Director of NCIS. Despite being credited, Carroll doesn't appear in this episode.",Series_Regulars,17x15
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,17x15
Marie Stanhope,Nike Doukas,Deputy Director of NHHC.,Guest_Cast,17x16
Spencer Downing,Gregory Itzin,Annie Downing's brother and Carter Downing's son.,Guest_Cast,17x16
Annie Downing,Emily Wickersham,Spencer Downing's sister and Arturo's lover. Died of thallium poisoning in 1972.,Guest_Cast,17x16
Carter Downing,Mark Harmon,Annie and Spencer's father.,Guest_Cast,17x16
Bertha Jones-Delacroix,K Callan,Annie and Spencer's aunt.,Guest_Cast,17x16
Arturo Amador,Joe Renteria,Retired Navy Master Chief.,Guest_Cast,17x16
Hogan,Brian Dietzen,Officer.,Guest_Cast,17x16
Cole,Diona Reasonover,Officer.,Guest_Cast,17x16
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x16
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x16
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x16
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x16
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x16
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x16
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x16
Leon Vance,Rocky Carroll,"Director of NCIS. Despite being credited, Carroll doesn't appear in this episode.",Series_Regulars,17x16
Donald Mallard,David McCallum,NCIS Historian.,Series_Regulars,17x16
John Fioscher,Gary Hudson,Detective.,Guest_Cast,17x17
Claire O'Donnell,Abby Carter,Noah O'Donnell's sister.,Guest_Cast,17x17
Porter Brandt,Paul Johansson,Cameo or Minor Role,Guest_Cast,17x17
Dylan,Logan Pepper,Cameo or Minor Role,Guest_Cast,17x17
Whitley,Victoria Barnes,Cameo or Minor Role,Guest_Cast,17x17
News Reporter,Danny Max,Cameo or Minor Role,Guest_Cast,17x17
Henry Bennett,Damien Leake,Cameo or Minor Role,Guest_Cast,17x17
Goth Wannabe,Allene Quincy,Cameo or Minor Role,Guest_Cast,17x17
Woman in Cat Sweater,Susan Louise O'Connor,Cameo or Minor Role,Guest_Cast,17x17
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x17
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x17
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x17
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x17
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x17
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x17
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x17
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,17x17
Donald Mallard,David McCallum,NCIS Historian.,Series_Regulars,17x17
Faith Tolliver,Kate Hamilton,NCIS Forensic Psychologist Jacqueline Sloane's daughter.,Recurring_Cast,17x18
Dean Neil Patterson,Jeremiah Birkett,Cameo or Minor Role,Guest_Cast,17x18
Ramona Whistler,Chelsea Tavares,Navy Petty Officer Jeremy Whistler's wife.,Guest_Cast,17x18
Taye Tanner,Patrick Cage,Navy Petty Officer Jeremy Whistler's best friend.,Guest_Cast,17x18
Beverly Berkshire,Iris Bahr,Cameo or Minor Role,Guest_Cast,17x18
Rick Martel,Matthew Ashford,Faith's father and Agent Sloane's rapist.,Guest_Cast,17x18
Portland Douglas,Joshua Dov,Scam artist who murdered Petty Officer Whistler.,Guest_Cast,17x18
Edgar,Amari O'Neil,Cameo or Minor Role,Guest_Cast,17x18
Allen,Armen Nahapetian,Cameo or Minor Role,Guest_Cast,17x18
Surfer Friend,Justin Durivou,Uncredited role.,Guest_Cast,17x18
College Kid,Dean Parker,Uncredited role.,Guest_Cast,17x18
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x18
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x18
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x18
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x18
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x18
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x18
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x18
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,17x18
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,17x18
Elaine,Connie Jackson,Waitress.,Recurring_Cast,17x19
Max Devendorf,Leif Gantvoort,Cameo or Minor Role,Guest_Cast,17x19
Lenny,Shahine Ezell,Cameo or Minor Role,Guest_Cast,17x19
Bobby,Scott Deckert,Cameo or Minor Role,Guest_Cast,17x19
Roberta Stock,Bellina Logan,M.P.D. Commander.,Guest_Cast,17x19
Edmund Kerrigan,Scott Christopher,M.P.D. Detective.,Guest_Cast,17x19
Melissa Spagnolo,Siri Miller,Cameo or Minor Role,Guest_Cast,17x19
Danny Spagnolo,Casey Leach,Driver.,Guest_Cast,17x19
Phyllis,Selina Kaye,Cameo or Minor Role,Guest_Cast,17x19
Shayne Garcon,"Mario Ardila, Jr.",Cameo or Minor Role,Guest_Cast,17x19
Henry Mantell,Harvey J. Alperin,Cameo or Minor Role,Guest_Cast,17x19
MPD Cop,Linsay Rousseau,Cameo or Minor Role,Guest_Cast,17x19
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x19
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x19
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x19
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x19
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x19
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x19
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x19
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,17x19
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,17x19
Joseph Smith,Christopher Lloyd,Cameo or Minor Role,Guest_Cast,17x20
Michael Caplinger,Peter Murnik,Admiral in the United States Navy and the husband of Gloria Caplinger.,Guest_Cast,17x20
Gloria Caplinger,Jessica Tuck,Navy Admiral Michael Caplinger's wife.,Guest_Cast,17x20
Kevin Deacon,Sebastian Sozzi,Cameo or Minor Role,Guest_Cast,17x20
Alice Jelani,Dawn Matthews,Doctor.,Guest_Cast,17x20
Joan,Sofie Calderon,A woman who appears in the episode.,Guest_Cast,17x20
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,17x20
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,17x20
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x20
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,17x20
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,17x20
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,17x20
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,17x20
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,17x20
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,17x20
Tobias Fornell,Joe Spano,Former FBI agent who is now a private investigator.,Recurring_Cast,18x1
"Veronica ""Ronnie"" Tyler",Victoria Platt,NCIS Special Agent.,Guest_Cast,18x1
Jasmine Tyler,Sade Devine,NCIS Special Agent Veronica Tyler's daughter.,Guest_Cast,18x1
Mary Tyler,Shirley Jordan,NCIS Special Agent Veronica Tyler's mother.,Guest_Cast,18x1
Arda Dogan,Brian Stepanek,"A.K.A. Karl Chunk and Homeless Guy, he is a former Turkish soldier and kidnapper.",Guest_Cast,18x1
Gila Shaw,Wendy Worthington,Cameo or Minor Role,Guest_Cast,18x1
Milo,Carlos Acuna,Guard.,Guest_Cast,18x1
Joyce,Grace Powell,Cameo or Minor Role,Guest_Cast,18x1
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,18x1
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,18x1
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,18x1
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,18x1
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,18x1
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,18x1
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,18x1
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,18x1
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,18x1
Young Donald Mallard,Adam Campbell,Younger version of Ducky Mallard.,Recurring_Cast,18x2
Young Leroy Jethro Gibbs,Sean Harmon,Younger version of Agent Leroy Jethro Gibbs.,Recurring_Cast,18x2
Jonny Zucado,Vito D'Ambrosio,A gangster who kidnapped Gibbs and Ducky.,Guest_Cast,18x2
Walter Magnus,Thomas Crawford,NIS Medical Examiner,Guest_Cast,18x2
Edward Scott,Dajuan Johnson,NIS Special Agent.,Guest_Cast,18x2
Michelle Stamos,Gabrielle Walsh,NIS Special Agent.,Guest_Cast,18x2
Emilio Zucado,Louis Mustillo,"AKA ""Freckles"". Cousin of Jonny.",Guest_Cast,18x2
Henchman,Franco Fox,Cameo or Minor Role,Guest_Cast,18x2
Young Michael Franks,Ben Turner Dixon,Cameo or Minor Role,Guest_Cast,18x2
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,18x2
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,18x2
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,18x2
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,18x2
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,18x2
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,18x2
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,18x2
Leon Vance,Rocky Carroll,Director of NCIS.,Series_Regulars,18x2
Donald Mallard,David McCallum,NCIS Historian.,Series_Regulars,18x2
Tobias Fornell,Joe Spano,Former FBI agent and private investigator.,Recurring_Cast,18x3
Angus Demint,Tom Wilson,Margot Demint's father.,Guest_Cast,18x3
Margot Demint,Mariana Klaveno,Angus Demint's daughter.,Guest_Cast,18x3
Simon Felcher,Anthony Konechny,Cameo or Minor Role,Guest_Cast,18x3
Camille West,Bahni Turpin,Cameo or Minor Role,Guest_Cast,18x3
Alexi Myshkin,Nick Boraine,"AKA ""Merriweather"" and ""Man"".",Guest_Cast,18x3
Sasha Myshkin,Anna Grace Barlow,"AKA ""Karen"".",Guest_Cast,18x3
Jill,Tamika Simpkins,Cameo or Minor Role,Guest_Cast,18x3
Vladmir Ivanov,Isiah Adams,"AKA ""Chad Hamilton"", he is shifting manager at Beltway Burger.",Guest_Cast,18x3
Xander Price,Benny Briseno,Cameo or Minor Role,Guest_Cast,18x3
Leroy Jethro Gibbs,Mark Harmon,Special Agent in charge of the NCIS Major Case Response Team.,Series_Regulars,18x3
Timothy McGee,Sean Murray,Senior Special Agent and second-in-command of the NCIS Major Case Response Team.,Series_Regulars,18x3
Eleanor Bishop,Emily Wickersham,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,18x3
Nicholas Torres,Wilmer Valderrama,Special Agent for the NCIS Major Case Response Team.,Series_Regulars,18x3
Jacqueline Sloane,Maria Bello,NCIS Forensic Psychologist.,Series_Regulars,18x3
James Palmer,Brian Dietzen,Chief Medical Examiner for the Major Case Response Team.,Series_Regulars,18x3
Kasie Hines,Diona Reasonover,NCIS Forensic Specialist.,Series_Regulars,18x3
Leon Vance,Rocky Carroll,"Director of NCIS. Despite being credited, Carroll doesn't appear in this episode.",Series_Regulars,18x3
Donald Mallard,David McCallum,"NCIS Historian. Despite being credited, McCallum doesn't appear in this episode.",Series_Regulars,18x3
